NP_027421.1	NP_027421.1; NP_001077869.1; NP_001318180.1; NP_001324640.1	486; 486; 486; 486	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_173659.1	NP_173659.1; NP_001031079.1	388; 388	Pfam	; 	; 	; 	; 	; 
NP_173680.1	NP_173680.1; NP_001322488.1; NP_973887.1	605; 610; 603	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_173683.1	NP_173683.1; NP_001185065.1; NP_001185066.1	119; 119; 119	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_173692.1	NP_173692.1; NP_192718.1; NP_564434.1	152; 152; 152	Pfam	PF00416; PF00416; PF00416	Ribosomal protein S13/S18; Ribosomal protein S13/S18; Ribosomal protein S13/S18	4.1E-58; 4.1E-58; 4.1E-58	IPR001892; IPR001892; IPR001892	Ribosomal protein S13; Ribosomal protein S13; Ribosomal protein S13
NP_173696.1	NP_173696.1; NP_001077582.1	703; 703	Pfam	; 	; 	; 	; 	; 
NP_173697.1	NP_173697.1; NP_192742.1	114; 112	Pfam	; 	; 	; 	; 	; 
NP_173705.1	NP_173705.1; NP_973890.1	357; 351	Pfam	; 	; 	; 	; 	; 
NP_173712.1	NP_173712.1; NP_001321267.1	152; 147	Pfam	; 	; 	; 	; 	; 
NP_173715.2	NP_173715.2; NP_001319065.1; NP_001185067.1	716; 716; 717	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_173724.2	NP_173724.2; NP_001117336.1; NP_001117337.1; NP_001185068.1; NP_001185069.1; NP_001319067.1; NP_001321278.1	248; 248; 248; 248; 248; 248; 248	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_173732.1	NP_173732.1; NP_177230.1	583; 585	Pfam	; 	; 	; 	; 	; 
NP_173738.2	NP_173738.2; NP_001320525.1	210; 219	Pfam	; 	; 	; 	; 	; 
NP_173743.1	NP_173743.1; NP_177217.1	146; 146	Pfam	; 	; 	; 	; 	; 
NP_173748.2	NP_173748.2; NP_973893.1	409; 409	Pfam	; 	; 	; 	; 	; 
NP_173752.3	NP_173752.3; NP_850951.2	329; 327	Pfam	; 	; 	; 	; 	; 
NP_173755.1	NP_173755.1; NP_001190681.1; NP_001328999.1; NP_565812.1; NP_564379.2	156; 153; 153; 154; 156	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_173758.2	NP_173758.2; NP_001320845.1	217; 217	Pfam	; PF01470	; Pyroglutamyl peptidase	; 2.4E-15	; IPR016125	; Peptidase C15, pyroglutamyl peptidase I-like
NP_173762.4	NP_173762.4; NP_850952.1	556; 556	Pfam	; 	; 	; 	; 	; 
NP_173766.1	NP_173766.1; NP_001323392.1	263; 257	Pfam	PF02713; 	Domain of unknown function DUF220; 	4.5E-37; 	IPR003863; 	Protein of unknown function DUF220; 
NP_173781.1	NP_173781.1; NP_001077590.1	273; 268	Pfam	; 	; 	; 	; 	; 
NP_173784.1	NP_173784.1; NP_001320233.1	33; 33	Pfam	; 	; 	; 	; 	; 
NP_173785.1	NP_173785.1; NP_001321762.1	258; 258	Pfam	; PF00484	; Carbonic anhydrase	; 9.1E-43	; IPR001765	; Carbonic anhydrase
NP_173794.3	NP_173794.3; NP_973900.2	334; 327	Pfam	; 	; 	; 	; 	; 
NP_173802.1	NP_173802.1; NP_849701.1	876; 876	Pfam	PF02883, PF01602; 	Adaptin C-terminal domain, Adaptin N terminal region; 	1.0E-31, 2.4E-148; 	IPR008152, IPR002553; 	Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain, Clathrin/coatomer adaptor, adaptin-like, N-terminal; 
NP_173807.2	NP_173807.2; NP_001031086.1	302; 302	Pfam	; 	; 	; 	; 	; 
NP_173813.1	NP_173813.1; NP_001185075.1	155; 155	Pfam	; 	; 	; 	; 	; 
NP_173815.2	NP_173815.2; NP_001321714.1; NP_849703.1	319; 319; 319	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_173826.1	NP_173826.1; NP_001185079.1	540; 540	Pfam	; 	; 	; 	; 	; 
NP_173829.3	NP_173829.3; NP_001185080.1; NP_001323398.1	1330; 1326; 1338	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_173832.1	NP_173832.1; NP_001319074.1	744; 744	Pfam	; 	; 	; 	; 	; 
NP_173840.4	NP_173840.4; NP_001185083.1	1495; 1490	Pfam	PF02213; 	GYF domain; 	1.8E-10; 	IPR003169; 	GYF domain; 
NP_173843.2	NP_173843.2; NP_001323390.1	771; 771	Pfam	; 	; 	; 	; 	; 
NP_173851.1	NP_173851.1; NP_001319075.1	436; 436	Pfam	; 	; 	; 	; 	; 
NP_173871.6	NP_173871.6; NP_001321783.1; NP_001321784.1; NP_001321785.1; NP_001321782.1	1804; 1804; 1804; 1804; 1805	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_173874.2	NP_173874.2; NP_001117349.4; NP_001185090.1; NP_849706.4	326; 326; 326; 326	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_173876.1	NP_173876.1; NP_173886.1	216; 216	Pfam	; 	; 	; 	; 	; 
NP_173877.1	NP_173877.1; NP_173883.1; NP_173887.1; NP_173891.1	41; 41; 41; 41	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_173885.1	NP_173885.1; NP_564224.1; NP_564225.1	222; 222; 222	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_173893.1	NP_173893.1; NP_200597.1	276; 273	Pfam	; PF00117	; Glutamine amidotransferase class-I	; 3.3E-49	; IPR017926	; Glutamine amidotransferase
NP_173895.1	NP_173895.1; NP_001323408.1	376; 377	Pfam	; PF07651	; ANTH domain	; 8.2E-74	; IPR011417	; AP180 N-terminal homology (ANTH) domain
NP_173900.2	NP_173900.2; NP_001185093.1	343; 336	Pfam	; 	; 	; 	; 	; 
NP_173906.2	NP_173906.2; NP_001185094.1	795; 800	Pfam	; 	; 	; 	; 	; 
NP_173910.1	NP_173910.1; NP_001322718.1	629; 629	Pfam	; PF13947, PF07714	; Wall-associated receptor kinase galacturonan-binding, Protein tyrosine and serine/threonine kinase	; 1.3E-9, 1.4E-49	; IPR025287, IPR001245	; Wall-associated receptor kinase, galacturonan-binding domain, Serine-threonine/tyrosine-protein kinase, catalytic domain
NP_173918.2	NP_173918.2; NP_973912.1	287; 287	Pfam	; 	; 	; 	; 	; 
NP_173930.1	NP_173930.1; NP_001322477.1	310; 310	Pfam	; 	; 	; 	; 	; 
NP_173950.1	NP_173950.1; NP_001323071.1; NP_001323073.1; NP_973913.1	390; 390; 390; 390	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_173956.1	NP_173956.1; NP_001185098.1	351; 346	Pfam	; 	; 	; 	; 	; 
NP_173957.2	NP_173957.2; NP_001185099.1	1189; 1194	Pfam	; 	; 	; 	; 	; 
NP_173980.1	NP_173980.1; NP_001321647.1	493; 493	Pfam	; 	; 	; 	; 	; 
NP_173981.1	NP_173981.1; NP_001319085.1; NP_001323386.1	361; 361; 361	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_173999.1	NP_173999.1; NP_001077599.1	249; 259	Pfam	; 	; 	; 	; 	; 
NP_174003.1	NP_174003.1; NP_001319087.1	643; 643	Pfam	; PF00337, PF01762	; Galactoside-binding lectin, Galactosyltransferase	; 2.0E-39, 3.2E-38	; IPR001079, IPR002659	; Galectin, carbohydrate recognition domain, Glycosyl transferase, family 31
NP_174010.1	NP_174010.1; NP_177120.1; NP_189532.1	120; 119; 120	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174013.1	NP_174013.1; NP_563945.2; NP_564878.1	221; 220; 221	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174024.2	NP_174024.2; NP_973919.1	567; 563	Pfam	; 	; 	; 	; 	; 
NP_174037.3	NP_174037.3; NP_001154372.1	1384; 1384	Pfam	; 	; 	; 	; 	; 
NP_174057.2	NP_174057.2; NP_001031096.2; NP_001077605.1; NP_001319090.1; NP_001323271.1; NP_973921.1	396; 396; 396; 396; 396; 396	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
NP_174060.1	NP_174060.1; NP_176910.1	176; 175	Pfam	; 	; 	; 	; 	; 
NP_174074.1	NP_174074.1; NP_001319091.1	413; 413	Pfam	; 	; 	; 	; 	; 
NP_174092.1	NP_174092.1; NP_001077610.1	212; 206	Pfam	; 	; 	; 	; 	; 
NP_174103.1	NP_174103.1; NP_174110.1	310; 302	Pfam	; 	; 	; 	; 	; 
NP_174118.1	NP_174118.1; NP_001077612.1	126; 134	Pfam	; 	; 	; 	; 	; 
NP_174127.1	NP_174127.1; NP_001319094.1; NP_001321377.1	786; 786; 786	Pfam	; PF08572, PF06544; 	; pre-mRNA processing factor 3 (PRP3), Protein of unknown function (DUF1115); 	; 1.2E-62, 3.3E-41; 	; IPR013881, IPR010541; 	; Pre-mRNA-splicing factor 3, Domain of unknown function DUF1115; 
NP_174131.3	NP_174131.3; NP_001320339.1; NP_849717.1; NP_973925.2; NP_001077614.1	282; 282; 282; 282; 290	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_174141.1	NP_174141.1; NP_001322847.1	259; 259	Pfam	; 	; 	; 	; 	; 
NP_174147.1	NP_174147.1; NP_973927.1	880; 880	Pfam	; 	; 	; 	; 	; 
NP_174157.4	NP_174157.4; NP_001319097.1	748; 748	Pfam	; PF00579	; tRNA synthetases class I (W and Y)	; 1.3E-65	; IPR002305	; Aminoacyl-tRNA synthetase, class Ic
NP_174161.1	NP_174161.1; NP_001185106.1	470; 474	Pfam	; 	; 	; 	; 	; 
NP_174163.2	NP_174163.2; NP_001319099.1	277; 277	Pfam	; 	; 	; 	; 	; 
NP_174174.1	NP_174174.1; NP_001077618.1; NP_001319100.1; NP_001321335.1	486; 486; 486; 486	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_174175.2	NP_174175.2; NP_973929.2	614; 613	Pfam	; 	; 	; 	; 	; 
NP_174177.1	NP_174177.1; NP_180943.4	218; 218	Pfam	PF00071; PF00071	Ras family; Ras family	1.3E-61; 3.9E-61	IPR001806; IPR001806	Small GTPase; Small GTPase
NP_174184.2	NP_174184.2; NP_001077620.1	359; 353	Pfam	; 	; 	; 	; 	; 
NP_174195.1	NP_174195.1; NP_001319102.1	287; 287	Pfam	; 	; 	; 	; 	; 
NP_174205.1	NP_174205.1; NP_001321479.1	141; 147	Pfam	; PF00403	; Heavy-metal-associated domain	; 1.5E-14	; IPR006121	; Heavy metal-associated domain, HMA
NP_174207.2	NP_174207.2; NP_973935.1; NP_001321355.1; NP_001185110.1	455; 455; 456; 456	Pfam	; ; PF05057; 	; ; Putative serine esterase (DUF676); 	; ; 4.1E-68; 	; ; IPR007751; 	; ; Domain of unknown function DUF676, lipase-like; 
NP_174210.1	NP_174210.1; NP_001323322.1	419; 419	Pfam	; 	; 	; 	; 	; 
NP_174215.2	NP_174215.2; NP_001322313.1	495; 495	Pfam	; 	; 	; 	; 	; 
NP_174225.2	NP_174225.2; NP_001321283.1; NP_001031476.1; NP_001324290.1; NP_180972.1	475; 475; 475; 475; 475	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_174226.1	NP_174226.1; NP_001323159.1	468; 469	Pfam	; 	; 	; 	; 	; 
NP_174229.2	NP_174229.2; NP_174230.2	831; 831	Pfam	; 	; 	; 	; 	; 
NP_174233.2	NP_174233.2; NP_001320501.1; NP_849727.1	800; 800; 800	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174234.3	NP_174234.3; NP_001322254.1	244; 244	Pfam	; PF00697	; N-(5'phosphoribosyl)anthranilate (PRA) isomerase	; 3.6E-18	; IPR001240	; N-(5'phosphoribosyl) anthranilate isomerase (PRAI) domain
NP_174236.1	NP_174236.1; NP_198130.1	141; 142	Pfam	; 	; 	; 	; 	; 
NP_174240.2	NP_174240.2; NP_001031109.1	770; 770	Pfam	; 	; 	; 	; 	; 
NP_174248.1	NP_174248.1; NP_174252.2	240; 240	Pfam	; 	; 	; 	; 	; 
NP_174272.2	NP_174272.2; NP_001117383.1	378; 378	Pfam	; PF03141	; Putative S-adenosyl-L-methionine-dependent methyltransferase	; 2.5E-7	; IPR004159	; Putative S-adenosyl-L-methionine-dependent methyltransferase
NP_174275.2	NP_174275.2; NP_001117384.1	540; 540	Pfam	; 	; 	; 	; 	; 
NP_174286.1	NP_174286.1; NP_564339.1; NP_564340.1; NP_565786.1; NP_565787.1	267; 267; 267; 265; 266	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_174289.2	NP_174289.2; NP_001319068.1	169; 169	Pfam	; 	; 	; 	; 	; 
NP_174303.1	NP_174303.1; NP_001185114.1	175; 175	Pfam	; 	; 	; 	; 	; 
NP_174304.1	NP_174304.1; NP_181006.1	406; 406	Pfam	PF02780, PF02779; PF02780, PF02779	Transketolase, C-terminal domain, Transketolase, pyrimidine binding domain; Transketolase, C-terminal domain, Transketolase, pyrimidine binding domain	5.3E-37, 2.4E-47; 2.0E-36, 2.4E-47	IPR033248, IPR005475; IPR033248, IPR005475	Transketolase, C-terminal domain, Transketolase-like, pyrimidine-binding domain; Transketolase, C-terminal domain, Transketolase-like, pyrimidine-binding domain
NP_174306.2	NP_174306.2; NP_001319110.1	222; 222	Pfam	; 	; 	; 	; 	; 
NP_174314.2	NP_174314.2; NP_179402.1	231; 231	Pfam	; 	; 	; 	; 	; 
NP_174315.2	NP_174315.2; NP_001077628.1	825; 827	Pfam	; 	; 	; 	; 	; 
NP_174319.1	NP_174319.1; NP_001322470.1	455; 450	Pfam	; 	; 	; 	; 	; 
NP_174320.2	NP_174320.2; NP_001320854.1	806; 811	Pfam	; 	; 	; 	; 	; 
NP_174321.2	NP_174321.2; NP_001322753.1; NP_001322754.1; NP_001322755.1	324; 324; 324; 324	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_174323.1	NP_174323.1; NP_001031115.1; NP_001320924.1	933; 935; 935	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174329.1	NP_174329.1; NP_001031116.1	1622; 1622	Pfam	; 	; 	; 	; 	; 
NP_174333.2	NP_174333.2; NP_849731.1; NP_849732.1	975; 975; 975	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174335.4	NP_174335.4; NP_001185116.1	811; 805	Pfam	; 	; 	; 	; 	; 
NP_174338.2	NP_174338.2; NP_849733.1	186; 190	Pfam	; 	; 	; 	; 	; 
NP_174340.2	NP_174340.2; NP_001322322.1	560; 560	Pfam	; 	; 	; 	; 	; 
NP_174347.1	NP_174347.1; NP_001320918.1; NP_001320919.1	604; 607; 607	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174350.2	NP_174350.2; NP_001319115.1; NP_001321844.1; NP_001321845.1; NP_001077632.1	419; 419; 419; 419; 418	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_174352.1	NP_174352.1; NP_001321465.1	562; 562	Pfam	; 	; 	; 	; 	; 
NP_174354.4	NP_174354.4; NP_001321585.1; NP_001321586.1	337; 330; 327	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174361.1	NP_174361.1; NP_001322315.1	533; 536	Pfam	; 	; 	; 	; 	; 
NP_174367.6	NP_174367.6; NP_001185118.1; NP_001319118.1	819; 819; 819	Pfam	; ; PF02375, PF02928, PF02373, PF05965, PF05964	; ; jmjN domain, C5HC2 zinc finger, JmjC domain, hydroxylase, F/Y rich C-terminus, F/Y-rich N-terminus	; ; 5.5E-16, 3.0E-12, 1.7E-45, 3.4E-23, 6.4E-8	; ; IPR003349, IPR004198, IPR003347, IPR003889, IPR003888	; ; JmjN domain, Zinc finger, C5HC2-type, JmjC domain, FY-rich, C-terminal, FY-rich, N-terminal
NP_174391.5	NP_174391.5; NP_001321890.1; NP_001321896.1	434; 438; 433	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174399.2	NP_174399.2; NP_001185120.1	213; 215	Pfam	; 	; 	; 	; 	; 
NP_174400.1	NP_174400.1; NP_001321227.1	624; 623	Pfam	; 	; 	; 	; 	; 
NP_174403.1	NP_174403.1; NP_196924.1; NP_001322636.1	404; 409; 419	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174427.3	NP_174427.3; NP_001320669.1; NP_001185122.1	592; 592; 591	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174428.1	NP_174428.1; NP_001319122.1	570; 570	Pfam	; 	; 	; 	; 	; 
NP_174435.2	NP_174435.2; NP_001323327.1	388; 383	Pfam	; 	; 	; 	; 	; 
NP_174439.2	NP_174439.2; NP_001319123.1	776; 776	Pfam	; 	; 	; 	; 	; 
NP_174440.2	NP_174440.2; NP_001031122.1	391; 394	Pfam	; 	; 	; 	; 	; 
NP_174442.2	NP_174442.2; NP_973946.1	431; 431	Pfam	; 	; 	; 	; 	; 
NP_174453.2	NP_174453.2; NP_001321401.1; NP_001321398.1; NP_001321400.1; NP_001321402.1; NP_001321399.1; NP_001321397.1	194; 188; 190; 184; 184; 180; 177	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_174461.3	NP_174461.3; NP_001321171.1	1230; 1230	Pfam	; PF02181, PF10409	; Formin Homology 2 Domain, C2 domain of PTEN tumour-suppressor protein	; 1.6E-119, 1.9E-30	; IPR015425, IPR014020	; Formin, FH2 domain, Tensin phosphatase, C2 domain
NP_174468.1	NP_174468.1; NP_001319125.1; NP_849736.1; NP_973949.1	603; 603; 603; 603	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_174470.1	NP_174470.1; NP_001031124.1	561; 561	Pfam	; 	; 	; 	; 	; 
NP_174475.1	NP_174475.1; NP_001185125.1; NP_001319126.1; NP_001320661.1; NP_001320662.1; NP_849737.1	848; 848; 848; 848; 848; 848	Pfam	; ; PF00503; ; ; 	; ; G-protein alpha subunit; ; ; 	; ; 1.5E-65; ; ; 	; ; IPR001019; ; ; 	; ; Guanine nucleotide binding protein (G-protein), alpha subunit; ; ; 
NP_174492.2	NP_174492.2; NP_001185126.1	502; 493	Pfam	PF08711; 	TFIIS helical bundle-like domain; 	2.6E-14; 	IPR017923; 	Transcription factor IIS, N-terminal; 
NP_174497.1	NP_174497.1; NP_001321681.1	979; 979	Pfam	; 	; 	; 	; 	; 
NP_174499.1	NP_174499.1; NP_849738.1	459; 459	Pfam	; 	; 	; 	; 	; 
NP_174500.1	NP_174500.1; NP_001318358.1; NP_565807.1; NP_850247.1; NP_001320444.1	115; 115; 115; 116; 108	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
NP_174511.2	NP_174511.2; NP_001321152.1	485; 482	Pfam	; 	; 	; 	; 	; 
NP_174525.1	NP_174525.1; NP_181080.1	166; 165	Pfam	; 	; 	; 	; 	; 
NP_174527.2	NP_174527.2; NP_001185127.1	1044; 1034	Pfam	; 	; 	; 	; 	; 
NP_174535.1	NP_174535.1; NP_001117400.1	55; 55	Pfam	; 	; 	; 	; 	; 
NP_174539.1	NP_174539.1; NP_001031129.1	291; 291	Pfam	; 	; 	; 	; 	; 
NP_174540.1	NP_174540.1; NP_001322452.1	133; 133	Pfam	; 	; 	; 	; 	; 
NP_174581.1	NP_174581.1; NP_001185128.1; NP_001319131.1	693; 693; 693	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174582.3	NP_174582.3; NP_973954.1	648; 652	Pfam	; 	; 	; 	; 	; 
NP_174584.2	NP_174584.2; NP_973955.1	494; 490	Pfam	; 	; 	; 	; 	; 
NP_174601.2	NP_174601.2; NP_001319132.1; NP_001320386.1	257; 257; 257	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174603.1	NP_174603.1; NP_001323298.1	538; 538	Pfam	; 	; 	; 	; 	; 
NP_174605.1	NP_174605.1; NP_001320693.1	1237; 1237	Pfam	; 	; 	; 	; 	; 
NP_174609.1	NP_174609.1; NP_001185130.1	395; 403	Pfam	; PF13334, PF01762	; Domain of unknown function (DUF4094), Galactosyltransferase	; 2.3E-25, 2.1E-42	; IPR025298, IPR002659	; Domain of unknown function DUF4094, Glycosyl transferase, family 31
NP_174613.2	NP_174613.2; NP_973958.1; NP_001323029.1	245; 244; 241	Pfam	PF00076; ; 	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); ; 	3.2E-15; ; 	IPR000504; ; 	RNA recognition motif domain; ; 
NP_174624.1	NP_174624.1; NP_001321374.1	478; 478	Pfam	; 	; 	; 	; 	; 
NP_174631.2	NP_174631.2; NP_001031135.1; NP_001320624.1	947; 947; 947	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174634.1	NP_174634.1; NP_001319136.1	368; 368	Pfam	; 	; 	; 	; 	; 
NP_174650.1	NP_174650.1; NP_001319139.1	234; 234	Pfam	; 	; 	; 	; 	; 
NP_174651.1	NP_174651.1; NP_001319140.1	334; 334	Pfam	; 	; 	; 	; 	; 
NP_174656.1	NP_174656.1; NP_001154391.1	497; 497	Pfam	; 	; 	; 	; 	; 
NP_174660.2	NP_174660.2; NP_001117406.1	482; 484	Pfam	; 	; 	; 	; 	; 
NP_174663.2	NP_174663.2; NP_001323388.1	182; 182	Pfam	; 	; 	; 	; 	; 
NP_174673.3	NP_174673.3; NP_001320719.1	1072; 1069	Pfam	; 	; 	; 	; 	; 
NP_174683.1	NP_174683.1; NP_001320467.1; NP_177328.1	628; 628; 625	Pfam	; PF08263, PF00069; 	; Leucine rich repeat N-terminal domain, Protein kinase domain; 	; 2.8E-10, 2.3E-44; 	; IPR013210, IPR000719; 	; Leucine-rich repeat-containing N-terminal, plant-type, Protein kinase domain; 
NP_174686.1	NP_174686.1; NP_001319143.1; NP_001321920.1	1456; 1456; 1456	Pfam	; PF00118, PF01504; 	; TCP-1/cpn60 chaperonin family, Phosphatidylinositol-4-phosphate 5-Kinase; 	; 3.4E-21, 2.8E-36; 	; IPR002423, IPR002498; 	; Chaperonin Cpn60/TCP-1 family, Phosphatidylinositol-4-phosphate 5-kinase, core; 
NP_174691.2	NP_174691.2; NP_174699.2; NP_001319151.1; NP_174701.2; NP_001319148.1	593; 598; 593; 606; 592	Pfam	; ; ; PF02362, PF06507, PF02309; PF06507, PF02309, PF02362	; ; ; B3 DNA binding domain, Auxin response factor, AUX/IAA family; Auxin response factor, AUX/IAA family, B3 DNA binding domain	; ; ; 3.9E-19, 8.5E-28, 9.3E-11; 6.7E-28, 3.6E-6, 7.5E-21	; ; ; IPR003340, IPR010525, IPR033389; IPR010525, IPR033389, IPR003340	; ; ; B3 DNA binding domain, Auxin response factor domain, AUX/IAA domain; Auxin response factor domain, AUX/IAA domain, B3 DNA binding domain
NP_174692.1	NP_174692.1; NP_001322690.1	657; 657	Pfam	; PF11961, PF05003	; Domain of unknown function (DUF3475), Protein of unknown function (DUF668)	; 2.5E-24, 2.1E-33	; IPR021864, IPR007700	; Domain of unknown function DUF3475, Domain of unknown function DUF668
NP_174697.1	NP_174697.1; NP_849746.1	499; 499	Pfam	; 	; 	; 	; 	; 
NP_174731.1	NP_174731.1; NP_001321553.1; NP_001321554.1	282; 282; 282	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174750.4	NP_174750.4; NP_174751.2; NP_001323318.1	229; 231; 221	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174756.2	NP_174756.2; NP_001321751.1; NP_001321752.1	1005; 1005; 1005	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174765.5	NP_174765.5; NP_001322689.1; NP_001322688.1	155; 155; 154	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174767.2	NP_174767.2; NP_001185139.1; NP_001319150.1	316; 311; 314	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174777.2	NP_174777.2; NP_973963.1	465; 467	Pfam	; 	; 	; 	; 	; 
NP_174791.2	NP_174791.2; NP_849750.1	551; 551	Pfam	PF12899; 	Alkaline and neutral invertase; 	6.6E-210; 	IPR024746; 	Glycosyl hydrolase family 100; 
NP_174807.1	NP_174807.1; NP_192695.1	495; 501	Pfam	; 	; 	; 	; 	; 
NP_174811.1	NP_174811.1; NP_001322303.1	564; 570	Pfam	; 	; 	; 	; 	; 
NP_174849.2	NP_174849.2; NP_001185143.1	2254; 2254	Pfam	; 	; 	; 	; 	; 
NP_174853.1	NP_174853.1; NP_565164.1; NP_188504.1	112; 112; 112	Pfam	; PF01248; 	; Ribosomal protein L7Ae/L30e/S12e/Gadd45 family; 	; 1.9E-22; 	; IPR004038; 	; Ribosomal protein L7Ae/L30e/S12e/Gadd45; 
NP_174855.2	NP_174855.2; NP_001185144.1	527; 519	Pfam	; 	; 	; 	; 	; 
NP_174885.2	NP_174885.2; NP_001319155.1; NP_001321140.1	177; 177; 177	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174978.1	NP_174978.1; NP_001322169.1; NP_001322170.1	933; 933; 933	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_174999.1	NP_174999.1; NP_001322543.1	216; 223	Pfam	; 	; 	; 	; 	; 
NP_175002.1	NP_175002.1; NP_001322346.1	104; 107	Pfam	; 	; 	; 	; 	; 
NP_175004.1	NP_175004.1; NP_175005.1	444; 444	Pfam	; PF00295	; Glycosyl hydrolases family 28	; 4.1E-91	; IPR000743	; Glycoside hydrolase, family 28
NP_175009.1	NP_175009.1; NP_001031146.1; NP_001185148.1; NP_001185149.1; NP_001185150.1; NP_001185151.1; NP_001185152.1; NP_973966.1	389; 389; 389; 389; 389; 389; 389; 389	Pfam	PF00297; ; ; ; ; ; ; 	Ribosomal protein L3; ; ; ; ; ; ; 	4.6E-197; ; ; ; ; ; ; 	IPR000597; ; ; ; ; ; ; 	Ribosomal protein L3; ; ; ; ; ; ; 
NP_175010.2	NP_175010.2; NP_001077672.1; NP_001077673.1	432; 432; 430	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175027.1	NP_175027.1; NP_001077674.1; NP_001319161.1; NP_001320888.1; NP_001320890.1; NP_001320891.1; NP_973967.1	615; 615; 615; 615; 615; 615; 615	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
NP_175051.1	NP_175051.1; NP_001117434.1	877; 877	Pfam	PF01803; 	LIM-domain binding protein; 	1.3E-60; 	IPR029005; 	LIM-domain binding protein/SEUSS; 
NP_175056.1	NP_175056.1; NP_001077675.1; NP_001117435.1	212; 212; 212	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175081.1	NP_175081.1; NP_849770.1	484; 484	Pfam	; 	; 	; 	; 	; 
NP_175082.1	NP_175082.1; NP_001321916.1; NP_001321917.1	435; 435; 435	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
NP_175092.1	NP_175092.1; NP_001319163.1	265; 265	Pfam	; 	; 	; 	; 	; 
NP_175098.1	NP_175098.1; NP_001117437.1	271; 270	Pfam	; 	; 	; 	; 	; 
